,20d_volatility,20d_volatility,20d_volatility,20d_volatility,VIX_Close,VIX_Close,VIX_Close,VIX_Close,current_drawdown,current_drawdown,current_drawdown,current_drawdown,VRP_Proxy,VRP_Proxy,VRP_Proxy,VRP_Proxy
,mean,median,std,count,mean,median,std,count,mean,median,std,count,mean,median,std,count
KMeans_Regime,,,,,,,,,,,,,,,,
0,0.00747468594749903,0.007045931313073928,0.0025144695680287023,4485,16.290588622162307,15.479999542236328,4.24809468901722,4485,-0.02819375346194148,-0.014174493861496294,0.03948298921301948,4485,0.01267015271137268,0.010295877935089777,0.011972668898394143,4485
1,0.019003087273408718,0.01616058053136248,0.00911572864143752,1301,30.433543436166236,28.020000457763672,10.624691459453471,1301,-0.18932147657943593,-0.17163993317155882,0.11056912004909485,1301,-0.008026004004580155,0.0074488172317047074,0.08889301140547218,1301
