,ann_return,ann_vol,sharpe,sortino,max_drawdown
strat1,0.11521096825634346,0.12093881431506792,0.9526384801177035,1.190477929223297,-0.16477753517531002
strat2,0.10323543699580805,0.09796599294682165,1.0537885024229456,1.0373284825701858,-0.07891798081894852
strat3A,0.06097436006122405,0.05500388230385577,1.1085464790355308,0.39215156813244073,-0.04920666806377516
strat3B,0.12854488229043765,0.08862428006350678,1.450447689936938,1.486727975525583,-0.078410384095418
strat3,0.1895192423516617,0.10400683656923386,1.8221806239199008,2.0333063753446914,-0.07757640971556745
buy_and_hold,0.12947348318286686,0.16501517392375628,0.7846156211227513,1.101940186906501,-0.2542509661923039
